GeneID:12930114	137
GeneID:12930115	42
GeneID:12930116	55
GeneID:12930117	12
GeneID:12930118	137
GeneID:12930119	88
GeneID:12930120	66
GeneID:12930121	11
GeneID:12930122	232
GeneID:12930123	54
GeneID:12930124	8
GeneID:12930125	385
GeneID:12930126	34
GeneID:12930127	26
GeneID:12930128	7
GeneID:12930129	111
GeneID:12930130	3
GeneID:12930131	2780
GeneID:12930132	951
GeneID:12930133	36
GeneID:12930134	2
GeneID:12930135	19
GeneID:12930136	39
GeneID:12930137	238
GeneID:12930138	49
GeneID:12930139	63
GeneID:12930140	23
GeneID:12930141	3
GeneID:12930142	3
GeneID:12930143	928
GeneID:12930144	1621
GeneID:12930145	606
GeneID:12930146	329
GeneID:12930147	197
GeneID:12930148	9
GeneID:12930149	28
GeneID:12930150	811
GeneID:12930151	647
GeneID:12930152	652
GeneID:12930153	1736
GeneID:12930154	78
GeneID:12930155	33
GeneID:12930156	3479
GeneID:12930157	11
GeneID:12930158	48
GeneID:12930159	512
GeneID:12930160	1121
GeneID:12930161	4
GeneID:12930162	309
GeneID:12930163	191
GeneID:12930164	66
GeneID:12930165	292
GeneID:12930166	3
GeneID:12930167	63
GeneID:12930168	63
GeneID:12930169	0
GeneID:12930170	206
GeneID:12930171	1
GeneID:12930172	31
GeneID:12930173	51
GeneID:12930174	5
GeneID:12930175	90
GeneID:12930176	92
GeneID:12930177	1617
GeneID:12930178	14201
GeneID:12930179	347
GeneID:12930180	965
GeneID:12930181	11
GeneID:12930182	20
GeneID:12930183	30
GeneID:12930184	10
GeneID:12930185	1
GeneID:12930186	31
GeneID:12930187	25
GeneID:12930188	28
GeneID:12930189	105
GeneID:12930190	351
GeneID:12930191	179
GeneID:12930192	218
GeneID:12930193	11
GeneID:12930194	19
GeneID:12930195	2
GeneID:12930196	9
GeneID:12930197	13
GeneID:12930198	38
GeneID:12930199	1379
GeneID:12930200	129
GeneID:12930201	177
GeneID:12930202	9
GeneID:12930203	1
GeneID:12930204	0
GeneID:12930205	0
GeneID:12930206	1692
GeneID:12930207	245
GeneID:12930208	113
GeneID:12930209	82
GeneID:12930210	154
GeneID:12930211	301
GeneID:12930212	1949
GeneID:12930213	37
GeneID:12930214	1636
GeneID:12930215	1116
GeneID:12930216	1248
GeneID:12930217	160317
GeneID:12930218	1
GeneID:12930219	0
GeneID:12930220	1
GeneID:12930221	51
GeneID:12930222	0
GeneID:12930223	16
GeneID:12930224	2652
GeneID:12930225	19
GeneID:12930226	9
GeneID:12930227	84
GeneID:12930228	149
GeneID:12930229	567
GeneID:12930230	188
GeneID:12930231	127
GeneID:12930232	1859
GeneID:12930233	28
GeneID:12930234	75
GeneID:12930235	6
GeneID:12930236	0
GeneID:12930237	0
GeneID:12930238	0
GeneID:12930239	0
GeneID:12930240	0
GeneID:12930241	0
GeneID:12930242	1724
GeneID:12930243	620
GeneID:12930244	107
GeneID:12930245	1261
GeneID:12930246	228
GeneID:12930247	91
GeneID:12930248	34
GeneID:12930249	57
GeneID:12930250	99
GeneID:12930251	7
GeneID:12930252	1035
GeneID:12930253	85
GeneID:12930254	25
GeneID:12930255	81
GeneID:12930256	228
GeneID:12930257	221
GeneID:12930258	5
GeneID:12930259	165
GeneID:12930260	640
GeneID:12930261	520
GeneID:12930262	18
GeneID:12930263	111
GeneID:12930264	0
GeneID:12930265	242
GeneID:12930266	26
GeneID:12930267	270
GeneID:12930268	34
GeneID:12930269	26
GeneID:12930270	13
GeneID:12930271	2
GeneID:12930272	42
GeneID:12930273	13
GeneID:12930274	40
