GeneID:12930114	161
GeneID:12930115	32
GeneID:12930116	36
GeneID:12930117	7
GeneID:12930118	131
GeneID:12930119	43
GeneID:12930120	240
GeneID:12930121	15
GeneID:12930122	169
GeneID:12930123	50
GeneID:12930124	14
GeneID:12930125	268
GeneID:12930126	41
GeneID:12930127	18
GeneID:12930128	11
GeneID:12930129	119
GeneID:12930130	9
GeneID:12930131	2417
GeneID:12930132	847
GeneID:12930133	34
GeneID:12930134	6
GeneID:12930135	57
GeneID:12930136	35
GeneID:12930137	103
GeneID:12930138	24
GeneID:12930139	50
GeneID:12930140	23
GeneID:12930141	0
GeneID:12930142	8
GeneID:12930143	831
GeneID:12930144	2065
GeneID:12930145	947
GeneID:12930146	273
GeneID:12930147	188
GeneID:12930148	2
GeneID:12930149	25
GeneID:12930150	799
GeneID:12930151	686
GeneID:12930152	681
GeneID:12930153	1249
GeneID:12930154	92
GeneID:12930155	26
GeneID:12930156	3160
GeneID:12930157	22
GeneID:12930158	33
GeneID:12930159	451
GeneID:12930160	973
GeneID:12930161	7
GeneID:12930162	199
GeneID:12930163	160
GeneID:12930164	68
GeneID:12930165	203
GeneID:12930166	4
GeneID:12930167	47
GeneID:12930168	85
GeneID:12930169	0
GeneID:12930170	181
GeneID:12930171	5
GeneID:12930172	43
GeneID:12930173	42
GeneID:12930174	6
GeneID:12930175	20
GeneID:12930176	33
GeneID:12930177	249
GeneID:12930178	3075
GeneID:12930179	90
GeneID:12930180	933
GeneID:12930181	16
GeneID:12930182	21
GeneID:12930183	52
GeneID:12930184	22
GeneID:12930185	0
GeneID:12930186	54
GeneID:12930187	24
GeneID:12930188	50
GeneID:12930189	198
GeneID:12930190	352
GeneID:12930191	155
GeneID:12930192	123
GeneID:12930193	10
GeneID:12930194	18
GeneID:12930195	3
GeneID:12930196	3
GeneID:12930197	22
GeneID:12930198	14
GeneID:12930199	1354
GeneID:12930200	91
GeneID:12930201	94
GeneID:12930202	13
GeneID:12930203	0
GeneID:12930204	3
GeneID:12930205	2
GeneID:12930206	453
GeneID:12930207	155
GeneID:12930208	127
GeneID:12930209	68
GeneID:12930210	135
GeneID:12930211	625
GeneID:12930212	281
GeneID:12930213	41
GeneID:12930214	2098
GeneID:12930215	1460
GeneID:12930216	1505
GeneID:12930217	213814
GeneID:12930218	0
GeneID:12930219	0
GeneID:12930220	0
GeneID:12930221	48
GeneID:12930222	0
GeneID:12930223	25
GeneID:12930224	2135
GeneID:12930225	56
GeneID:12930226	8
GeneID:12930227	388
GeneID:12930228	150
GeneID:12930229	482
GeneID:12930230	124
GeneID:12930231	58
GeneID:12930232	1114
GeneID:12930233	48
GeneID:12930234	54
GeneID:12930235	10
GeneID:12930236	0
GeneID:12930237	0
GeneID:12930238	1
GeneID:12930239	0
GeneID:12930240	0
GeneID:12930241	0
GeneID:12930242	1268
GeneID:12930243	467
GeneID:12930244	283
GeneID:12930245	903
GeneID:12930246	266
GeneID:12930247	98
GeneID:12930248	12
GeneID:12930249	94
GeneID:12930250	165
GeneID:12930251	13
GeneID:12930252	446
GeneID:12930253	126
GeneID:12930254	19
GeneID:12930255	292
GeneID:12930256	247
GeneID:12930257	256
GeneID:12930258	17
GeneID:12930259	140
GeneID:12930260	567
GeneID:12930261	505
GeneID:12930262	32
GeneID:12930263	90
GeneID:12930264	4
GeneID:12930265	234
GeneID:12930266	1
GeneID:12930267	341
GeneID:12930268	39
GeneID:12930269	17
GeneID:12930270	13
GeneID:12930271	1
GeneID:12930272	16
GeneID:12930273	7
GeneID:12930274	29
GeneID:12930275	36
GeneID:12930276	16
GeneID:12930277	30
GeneID:12930278	37
GeneID:12930279	248
GeneID:12930280	379
GeneID:12930281	0
GeneID:12930282	2
GeneID:12930283	117
GeneID:12930284	57
GeneID:12930285	160
GeneID:12930286	236
GeneID:12930287	299
GeneID:12930288	1238
GeneID:12930289	876
GeneID:12930290	651
GeneID:12930291	642
GeneID:12930292	96
GeneID:12930293	1
GeneID:12930294	57272
GeneID:12930295	27
GeneID:12930296	0
GeneID:12930297	0
GeneID:12930298	59
GeneID:12930299	690
GeneID:12930300	319
GeneID:12930301	418
GeneID:12930302	707
GeneID:12930303	441
GeneID:12930304	41
GeneID:12930305	185
GeneID:12930306	64
GeneID:12930307	1248
GeneID:12930308	160
GeneID:12930309	280
GeneID:12930310	175
GeneID:12930311	5
GeneID:12930312	102
GeneID:12930313	389
GeneID:12930314	255
GeneID:12930315	452
GeneID:12930316	22
GeneID:12930317	41
GeneID:12930318	1861
GeneID:12930319	417
GeneID:12930320	23
GeneID:12930321	31
GeneID:12930322	1254
GeneID:12930323	7
GeneID:12930324	130
GeneID:12930325	223
GeneID:12930326	101
GeneID:12930327	770
GeneID:12930328	71
GeneID:12930329	641
GeneID:12930330	582
GeneID:12930331	1
GeneID:12930332	1247
GeneID:12930333	139
GeneID:12930334	109
GeneID:12930335	262
GeneID:12930336	1693
GeneID:12930337	51
GeneID:12930338	108
GeneID:12930339	8
GeneID:12930340	909
GeneID:12930341	51
GeneID:12930342	3
GeneID:12930343	700
GeneID:12930344	141
GeneID:12930345	208
GeneID:12930346	0
GeneID:12930347	189
GeneID:12930348	136
GeneID:12930349	2
GeneID:12930350	8
GeneID:12930351	28
GeneID:12930352	4
GeneID:12930353	425
GeneID:12930354	19
GeneID:12930355	13
GeneID:12930356	406
GeneID:12930357	141
GeneID:12930358	36
GeneID:12930359	173
GeneID:12930360	53
GeneID:12930361	30
GeneID:12930362	15
GeneID:12930363	308
GeneID:12930364	0
GeneID:12930365	1319
GeneID:12930366	49
GeneID:12930367	1103
GeneID:12930368	66
GeneID:12930369	1
GeneID:12930370	17
GeneID:12930371	12
GeneID:12930372	9
GeneID:12930373	4
GeneID:12930374	132
GeneID:12930375	283
GeneID:12930376	152
GeneID:12930377	375
GeneID:12930378	33
GeneID:12930379	15
GeneID:12930380	47
GeneID:12930381	6
GeneID:12930382	7
GeneID:12930383	39
GeneID:12930384	31
GeneID:12930385	9
GeneID:12930386	107
GeneID:12930387	28
GeneID:12930388	113
GeneID:12930389	0
GeneID:12930390	27
GeneID:12930391	80
GeneID:12930392	2702
GeneID:12930393	261
GeneID:12930394	401
GeneID:12930395	23223
GeneID:12930396	22534
GeneID:12930397	9
GeneID:12930398	1148
GeneID:12930399	1
GeneID:12930400	0
GeneID:12930401	1339
GeneID:12930402	4
GeneID:12930403	0
GeneID:12930404	107
GeneID:12930405	1
GeneID:12930406	241
GeneID:12930407	111
GeneID:12930408	214
GeneID:12930409	321
GeneID:12930410	1
GeneID:12930411	10
GeneID:12930412	308
GeneID:12930413	82
GeneID:12930414	43
GeneID:12930415	32
GeneID:12930416	20
GeneID:12930417	1
GeneID:12930418	42
GeneID:12930419	0
GeneID:12930420	241
GeneID:12930421	15
GeneID:12930422	54
GeneID:12930423	37
GeneID:12930424	20
GeneID:12930425	117
GeneID:12930426	101
GeneID:12930427	631
GeneID:12930428	58
GeneID:12930429	9
GeneID:12930430	2
GeneID:12930431	8
GeneID:12930432	101
GeneID:12930433	38
GeneID:12930434	32
GeneID:12930435	986
GeneID:12930436	63
GeneID:12930437	5063
GeneID:12930438	459
GeneID:12930439	466
GeneID:12930440	28
GeneID:12930441	8
GeneID:12930442	142
GeneID:12930443	193
GeneID:12930444	7
GeneID:12930445	359
GeneID:12930446	15
GeneID:12930447	0
GeneID:12930448	3
GeneID:12930449	19
GeneID:12930450	368
GeneID:12930451	4
GeneID:12930452	4
GeneID:12930453	41
GeneID:12930454	63
GeneID:12930455	1079
GeneID:12930456	93
GeneID:12930457	179
GeneID:12930458	72
GeneID:12930459	122
GeneID:12930460	0
GeneID:12930461	0
GeneID:12930462	0
GeneID:12930463	0
